participant_id,pair_id,Prompt_Id,condition,construct,mean_score
R181,P4,P07,A,CSAT,5.0
R181,P4,P07,A,PI,4.0
R181,P4,P07,B,CMP,2.0
R181,P4,P07,B,CSAT,4.0
R181,P4,P07,B,PI,3.5
R181,P5,P08,A,CSAT,5.0
R181,P5,P08,A,HL,5.0
R181,P5,P08,A,PI,4.0
R181,P5,P08,B,CSAT,3.0
R181,P5,P08,B,HL,5.0
R181,P5,P08,B,PI,3.0
R182,P1,P04,A,CMP,3.0
R182,P1,P04,A,HL,4.0
R182,P1,P04,A,PI,4.5
R182,P1,P04,B,CMP,5.0
R182,P1,P04,B,HL,3.0
R182,P1,P04,B,PI,5.0
R182,P2,P03,A,HL,2.0
R182,P2,P03,A,PI,3.5
R182,P2,P03,B,HL,4.0
R182,P2,P03,B,PI,4.5
R182,P3,P23,A,CMP,2.0
R182,P3,P23,A,CSAT,5.0
R182,P3,P23,A,PI,5.0
R182,P3,P23,B,CMP,5.0
R182,P3,P23,B,CSAT,4.0
R182,P3,P23,B,PI,3.5
R182,P4,P07,A,CMP,4.0
R182,P4,P07,A,CSAT,5.0
R182,P4,P07,A,PI,4.5
R182,P4,P07,B,CMP,2.0
R182,P4,P07,B,CSAT,4.0
R182,P4,P07,B,PI,2.5
R182,P5,P08,A,CSAT,5.0
R182,P5,P08,A,HL,5.0
R182,P5,P08,A,PI,3.0
R182,P5,P08,B,CSAT,4.0
R182,P5,P08,B,HL,3.0
R182,P5,P08,B,PI,3.0
R183,P1,P04,A,CMP,5.0
R183,P1,P04,A,HL,3.0
R183,P1,P04,A,PI,3.0
R183,P1,P04,B,CMP,5.0
R183,P1,P04,B,HL,5.0
R183,P1,P04,B,PI,3.0
R183,P2,P03,A,HL,5.0
R183,P2,P03,A,PI,4.0
R183,P2,P03,B,HL,1.0
R183,P2,P03,B,PI,4.5
R183,P3,P23,A,CMP,5.0
R183,P3,P23,A,CSAT,2.0
R183,P3,P23,A,PI,4.0
R183,P3,P23,B,CMP,4.0
R183,P3,P23,B,CSAT,4.0
R183,P3,P23,B,PI,4.5
R183,P4,P07,A,CMP,4.0
R183,P4,P07,A,CSAT,5.0
R183,P4,P07,A,PI,4.0
R183,P4,P07,B,CMP,3.0
R183,P4,P07,B,CSAT,4.0
R183,P4,P07,B,PI,2.0
R183,P5,P08,A,CSAT,5.0
R183,P5,P08,A,HL,5.0
R183,P5,P08,A,PI,3.0
R183,P5,P08,B,CSAT,4.0
R183,P5,P08,B,HL,5.0
R183,P5,P08,B,PI,3.5
R184,P1,P04,A,CMP,4.0
R184,P1,P04,A,HL,5.0
R184,P1,P04,A,PI,3.0
R184,P1,P04,B,CMP,4.0
R184,P1,P04,B,HL,5.0
R184,P1,P04,B,PI,4.5
R184,P2,P03,A,HL,4.0
R184,P2,P03,A,PI,3.0
R184,P2,P03,B,HL,5.0
R184,P2,P03,B,PI,5.0
R184,P3,P23,A,CMP,5.0
R184,P3,P23,A,CSAT,5.0
R184,P3,P23,A,PI,4.0
R184,P3,P23,B,CMP,3.0
R184,P3,P23,B,CSAT,3.0
R184,P3,P23,B,PI,2.5
R184,P4,P07,A,CMP,5.0
R184,P4,P07,A,CSAT,5.0
R184,P4,P07,A,PI,3.5
R184,P4,P07,B,CMP,2.0
R184,P4,P07,B,CSAT,4.0
R184,P4,P07,B,PI,4.0
R184,P5,P08,A,CSAT,5.0
R184,P5,P08,A,HL,5.0
R184,P5,P08,A,PI,4.5
R184,P5,P08,B,CSAT,4.0
R184,P5,P08,B,HL,4.0
R184,P5,P08,B,PI,5.0
R185,P1,P04,A,CMP,4.0
R185,P1,P04,A,HL,5.0
R185,P1,P04,A,PI,3.5
R185,P1,P04,B,CMP,3.0
R185,P1,P04,B,HL,4.0
R185,P1,P04,B,PI,3.5
R185,P2,P03,A,HL,5.0
R185,P2,P03,A,PI,3.0
R185,P2,P03,B,HL,3.0
R185,P2,P03,B,PI,3.5
R185,P3,P23,A,CMP,4.0
R185,P3,P23,A,CSAT,4.0
R185,P3,P23,A,PI,3.5
R185,P3,P23,B,CMP,3.0
R185,P3,P23,B,CSAT,5.0
R185,P3,P23,B,PI,5.0
R185,P4,P07,A,CMP,4.0
R185,P4,P07,A,CSAT,4.0
R185,P4,P07,A,PI,2.5
R185,P4,P07,B,CMP,3.0
R185,P4,P07,B,CSAT,5.0
R185,P4,P07,B,PI,3.5
R185,P5,P08,A,CSAT,2.0
R185,P5,P08,A,HL,5.0
R185,P5,P08,A,PI,5.0
R185,P5,P08,B,CSAT,3.0
R185,P5,P08,B,HL,3.0
R185,P5,P08,B,PI,4.0
R186,P1,P04,A,CMP,5.0
R186,P1,P04,A,HL,4.0
R186,P1,P04,A,PI,4.5
R186,P1,P04,B,CMP,5.0
R186,P1,P04,B,HL,4.0
R186,P1,P04,B,PI,4.0
R186,P2,P03,A,HL,4.0
R186,P2,P03,A,PI,5.0
R186,P2,P03,B,HL,5.0
R186,P2,P03,B,PI,5.0
R186,P3,P23,A,CMP,5.0
R186,P3,P23,A,CSAT,5.0
R186,P3,P23,A,PI,4.5
R186,P3,P23,B,CMP,4.0
R186,P3,P23,B,CSAT,3.0
R186,P3,P23,B,PI,3.5
R186,P4,P07,A,CMP,4.0
R186,P4,P07,A,CSAT,5.0
R186,P4,P07,A,PI,3.5
R186,P4,P07,B,CMP,4.0
R186,P4,P07,B,CSAT,4.0
R186,P4,P07,B,PI,4.5
R186,P5,P08,A,CSAT,5.0
R186,P5,P08,A,HL,5.0
R186,P5,P08,A,PI,4.0
R186,P5,P08,B,CSAT,3.0
R186,P5,P08,B,HL,2.0
R186,P5,P08,B,PI,3.5
R187,P1,P04,A,CMP,2.0
R187,P1,P04,A,HL,3.0
R187,P1,P04,A,PI,4.5
R187,P1,P04,B,CMP,2.0
R187,P1,P04,B,HL,4.0
R187,P1,P04,B,PI,4.0
R187,P2,P03,A,HL,4.0
R187,P2,P03,A,PI,5.0
R187,P2,P03,B,HL,5.0
R187,P2,P03,B,PI,4.5
R187,P3,P23,A,CMP,4.0
R187,P3,P23,A,CSAT,5.0
R187,P3,P23,A,PI,4.0
R187,P3,P23,B,CMP,4.0
R187,P3,P23,B,CSAT,3.0
R187,P3,P23,B,PI,3.5
R187,P4,P07,A,CMP,5.0
R187,P4,P07,A,CSAT,5.0
R187,P4,P07,A,PI,3.5
R187,P4,P07,B,CMP,4.0
R187,P4,P07,B,CSAT,3.0
R187,P4,P07,B,PI,5.0
R187,P5,P08,A,CSAT,5.0
R187,P5,P08,A,HL,5.0
R187,P5,P08,A,PI,4.0
R187,P5,P08,B,CSAT,4.0
R187,P5,P08,B,HL,3.0
R187,P5,P08,B,PI,3.0
R188,P1,P04,A,CMP,5.0
R188,P1,P04,A,HL,5.0
R188,P1,P04,A,PI,5.0
R188,P1,P04,B,CMP,4.0
R188,P1,P04,B,HL,5.0
R188,P1,P04,B,PI,4.0
R188,P2,P03,A,HL,3.0
R188,P2,P03,A,PI,4.5
R188,P2,P03,B,HL,5.0
R188,P2,P03,B,PI,2.0
R188,P3,P23,A,CMP,5.0
R188,P3,P23,A,CSAT,5.0
R188,P3,P23,A,PI,4.0
R188,P3,P23,B,CMP,4.0
R188,P3,P23,B,CSAT,4.0
R188,P3,P23,B,PI,4.5
R188,P4,P07,A,CMP,5.0
R188,P4,P07,A,CSAT,4.0
R188,P4,P07,A,PI,3.5
R188,P4,P07,B,CMP,4.0
R188,P4,P07,B,CSAT,3.0
R188,P4,P07,B,PI,4.0
R188,P5,P08,A,CSAT,5.0
R188,P5,P08,A,HL,5.0
R188,P5,P08,A,PI,2.5
R188,P5,P08,B,CSAT,4.0
R188,P5,P08,B,HL,5.0
R188,P5,P08,B,PI,4.5
R189,P1,P04,A,CMP,4.0
R189,P1,P04,A,HL,3.0
R189,P1,P04,A,PI,5.0
R189,P1,P04,B,CMP,5.0
R189,P1,P04,B,HL,3.0
R189,P1,P04,B,PI,3.0
R189,P2,P03,A,HL,5.0
R189,P2,P03,A,PI,4.5
R189,P2,P03,B,HL,4.0
R189,P2,P03,B,PI,3.0
R189,P3,P23,A,CMP,5.0
R189,P3,P23,A,CSAT,5.0
R189,P3,P23,A,PI,4.0
R189,P3,P23,B,CMP,5.0
R189,P3,P23,B,CSAT,3.0
R189,P3,P23,B,PI,4.0
R189,P4,P07,A,CMP,4.0
R189,P4,P07,A,CSAT,5.0
R189,P4,P07,A,PI,4.0
R189,P4,P07,B,CMP,4.0
R189,P4,P07,B,CSAT,3.0
R189,P4,P07,B,PI,3.5
R189,P5,P08,A,CSAT,5.0
R189,P5,P08,A,HL,5.0
R189,P5,P08,A,PI,4.0
R189,P5,P08,B,CSAT,5.0
R189,P5,P08,B,HL,3.0
R189,P5,P08,B,PI,4.0
R190,P1,P04,A,CMP,5.0
R190,P1,P04,A,HL,4.0
R190,P1,P04,A,PI,4.5
R190,P1,P04,B,CMP,5.0
R190,P1,P04,B,HL,5.0
R190,P1,P04,B,PI,5.0
R190,P2,P03,A,HL,5.0
R190,P2,P03,A,PI,4.5
R190,P2,P03,B,HL,3.0
R190,P2,P03,B,PI,4.5
R190,P3,P23,A,CMP,5.0
R190,P3,P23,A,CSAT,3.0
R190,P3,P23,A,PI,4.0
R190,P3,P23,B,CMP,3.0
R190,P3,P23,B,CSAT,5.0
R190,P3,P23,B,PI,5.0
R190,P4,P07,A,CMP,3.0
R190,P4,P07,A,CSAT,4.0
R190,P4,P07,A,PI,5.0
R190,P4,P07,B,CMP,4.0
R190,P4,P07,B,CSAT,4.0
R190,P4,P07,B,PI,4.5
R190,P5,P08,A,CSAT,4.0
R190,P5,P08,A,HL,4.0
R190,P5,P08,A,PI,3.5
R190,P5,P08,B,CSAT,3.0
R190,P5,P08,B,HL,3.0
R190,P5,P08,B,PI,4.0
R191,P1,P04,A,CMP,5.0
R191,P1,P04,A,HL,5.0
R191,P1,P04,A,PI,5.0
R191,P1,P04,B,CMP,3.0
R191,P1,P04,B,HL,3.0
R191,P1,P04,B,PI,4.5
R191,P2,P03,A,HL,2.0
R191,P2,P03,A,PI,4.5
R191,P2,P03,B,HL,4.0
R191,P2,P03,B,PI,4.0
R191,P3,P23,A,CMP,5.0
R191,P3,P23,A,CSAT,5.0
R191,P3,P23,A,PI,4.0
R191,P3,P23,B,CMP,5.0
R191,P3,P23,B,CSAT,4.0
R191,P3,P23,B,PI,3.5
R191,P4,P07,A,CMP,4.0
R191,P4,P07,A,CSAT,5.0
R191,P4,P07,A,PI,4.5
R191,P4,P07,B,CMP,4.0
R191,P4,P07,B,CSAT,4.0
R191,P4,P07,B,PI,3.5
R191,P5,P08,A,CSAT,2.0
R191,P5,P08,A,HL,2.0
R191,P5,P08,A,PI,4.0
R191,P5,P08,B,CSAT,5.0
R191,P5,P08,B,HL,5.0
R191,P5,P08,B,PI,2.5
R192,P1,P04,A,CMP,4.0
R192,P1,P04,A,HL,2.0
R192,P1,P04,A,PI,4.5
R192,P1,P04,B,CMP,5.0
R192,P1,P04,B,HL,5.0
R192,P1,P04,B,PI,2.5
R192,P2,P03,A,HL,4.0
R192,P2,P03,A,PI,4.0
R192,P2,P03,B,HL,3.0
R192,P2,P03,B,PI,3.5
R192,P3,P23,A,CMP,4.0
R192,P3,P23,A,CSAT,5.0
R192,P3,P23,A,PI,4.5
R192,P3,P23,B,CMP,4.0
R192,P3,P23,B,CSAT,3.0
R192,P3,P23,B,PI,4.0
R192,P4,P07,A,CMP,3.0
R192,P4,P07,A,CSAT,5.0
R192,P4,P07,A,PI,3.5
R192,P4,P07,B,CMP,4.0
R192,P4,P07,B,CSAT,3.0
R192,P4,P07,B,PI,4.0
R192,P5,P08,A,CSAT,4.0
R192,P5,P08,A,HL,3.0
R192,P5,P08,A,PI,3.5
R192,P5,P08,B,CSAT,5.0
R192,P5,P08,B,HL,5.0
R192,P5,P08,B,PI,4.0
R193,P1,P04,A,CMP,4.0
R193,P1,P04,A,HL,4.0
R193,P1,P04,A,PI,5.0
R193,P1,P04,B,CMP,3.0
R193,P1,P04,B,HL,5.0
R193,P1,P04,B,PI,5.0
R193,P2,P03,A,HL,3.0
R193,P2,P03,A,PI,4.0
R193,P2,P03,B,HL,5.0
R193,P2,P03,B,PI,4.0
R193,P3,P23,A,CMP,3.0
R193,P3,P23,A,CSAT,2.0
R193,P3,P23,A,PI,4.5
R193,P3,P23,B,CMP,4.0
R193,P3,P23,B,CSAT,3.0
R193,P3,P23,B,PI,3.5
R193,P4,P07,A,CMP,3.0
R193,P4,P07,A,CSAT,3.0
R193,P4,P07,A,PI,3.5
R193,P4,P07,B,CMP,2.0
R193,P4,P07,B,CSAT,5.0
R193,P4,P07,B,PI,3.0
R193,P5,P08,A,CSAT,5.0
R193,P5,P08,A,HL,1.0
R193,P5,P08,A,PI,4.5
R193,P5,P08,B,CSAT,4.0
R193,P5,P08,B,HL,3.0
R193,P5,P08,B,PI,3.5
R194,P1,P04,A,CMP,3.0
R194,P1,P04,A,HL,5.0
R194,P1,P04,A,PI,4.0
R194,P1,P04,B,CMP,5.0
R194,P1,P04,B,HL,5.0
R194,P1,P04,B,PI,4.0
R194,P2,P03,A,HL,5.0
R194,P2,P03,A,PI,4.0
R194,P2,P03,B,HL,5.0
R194,P2,P03,B,PI,4.0
R194,P3,P23,A,CMP,5.0
R194,P3,P23,A,CSAT,4.0
R194,P3,P23,A,PI,3.5
R194,P3,P23,B,CMP,5.0
R194,P3,P23,B,CSAT,5.0
R194,P3,P23,B,PI,5.0
R194,P4,P07,A,CMP,4.0
R194,P4,P07,A,CSAT,5.0
R194,P4,P07,A,PI,4.5
R194,P4,P07,B,CMP,4.0
R194,P4,P07,B,CSAT,5.0
R194,P4,P07,B,PI,3.5
R194,P5,P08,A,CSAT,5.0
R194,P5,P08,A,HL,4.0
R194,P5,P08,A,PI,3.0
R194,P5,P08,B,CSAT,4.0
R194,P5,P08,B,HL,4.0
R194,P5,P08,B,PI,2.5
R195,P1,P04,A,CMP,3.0
R195,P1,P04,A,HL,5.0
R195,P1,P04,A,PI,5.0
R195,P1,P04,B,CMP,5.0
R195,P1,P04,B,HL,4.0
R195,P1,P04,B,PI,4.0
R195,P2,P03,A,HL,5.0
R195,P2,P03,A,PI,3.5
R195,P2,P03,B,HL,3.0
R195,P2,P03,B,PI,4.0
R195,P3,P23,A,CMP,3.0
R195,P3,P23,A,CSAT,4.0
R195,P3,P23,A,PI,4.5
R195,P3,P23,B,CMP,5.0
R195,P3,P23,B,CSAT,4.0
R195,P3,P23,B,PI,5.0
R195,P4,P07,A,CMP,3.0
R195,P4,P07,A,CSAT,3.0
R195,P4,P07,A,PI,3.5
R195,P4,P07,B,CMP,2.0
R195,P4,P07,B,CSAT,1.0
R195,P4,P07,B,PI,3.0
R195,P5,P08,A,CSAT,4.0
R195,P5,P08,A,HL,5.0
R195,P5,P08,A,PI,4.0
R195,P5,P08,B,CSAT,4.0
R195,P5,P08,B,HL,4.0
R195,P5,P08,B,PI,3.5
R196,P1,P04,A,CMP,4.0
R196,P1,P04,A,HL,5.0
R196,P1,P04,A,PI,3.5
R196,P1,P04,B,CMP,4.0
R196,P1,P04,B,HL,5.0
R196,P1,P04,B,PI,4.0
R196,P2,P03,A,HL,4.0
R196,P2,P03,A,PI,5.0
R196,P2,P03,B,HL,3.0
R196,P2,P03,B,PI,5.0
R196,P3,P23,A,CMP,4.0
R196,P3,P23,A,CSAT,5.0
R196,P3,P23,A,PI,4.5
R196,P3,P23,B,CMP,3.0
R196,P3,P23,B,CSAT,4.0
R196,P3,P23,B,PI,5.0
R196,P4,P07,A,CMP,5.0
R196,P4,P07,A,CSAT,4.0
R196,P4,P07,A,PI,4.5
R196,P4,P07,B,CMP,4.0
R196,P4,P07,B,CSAT,4.0
R196,P4,P07,B,PI,3.5
R196,P5,P08,A,CSAT,3.0
R196,P5,P08,A,HL,4.0
R196,P5,P08,A,PI,4.5
R196,P5,P08,B,CSAT,3.0
R196,P5,P08,B,HL,2.0
R196,P5,P08,B,PI,5.0
R197,P1,P04,A,CMP,3.0
R197,P1,P04,A,HL,5.0
R197,P1,P04,A,PI,4.5
R197,P1,P04,B,CMP,4.0
R197,P1,P04,B,HL,4.0
R197,P1,P04,B,PI,5.0
R197,P2,P03,A,HL,5.0
R197,P2,P03,A,PI,3.5
R197,P2,P03,B,HL,4.0
R197,P2,P03,B,PI,4.0
R197,P3,P23,A,CMP,5.0
R197,P3,P23,A,CSAT,4.0
R197,P3,P23,A,PI,4.5
R197,P3,P23,B,CMP,5.0
R197,P3,P23,B,CSAT,5.0
R197,P3,P23,B,PI,4.0
R197,P4,P07,A,CMP,5.0
R197,P4,P07,A,CSAT,3.0
R197,P4,P07,A,PI,4.0
R197,P4,P07,B,CMP,4.0
R197,P4,P07,B,CSAT,5.0
R197,P4,P07,B,PI,4.0
R197,P5,P08,A,CSAT,5.0
R197,P5,P08,A,HL,3.0
R197,P5,P08,A,PI,3.5
R197,P5,P08,B,CSAT,4.0
R197,P5,P08,B,HL,3.0
R197,P5,P08,B,PI,4.0
R198,P1,P04,A,CMP,4.0
R198,P1,P04,A,HL,5.0
R198,P1,P04,A,PI,4.5
R198,P1,P04,B,CMP,5.0
R198,P1,P04,B,HL,5.0
R198,P1,P04,B,PI,4.0
R198,P2,P03,A,HL,3.0
R198,P2,P03,A,PI,3.5
R198,P2,P03,B,HL,5.0
R198,P2,P03,B,PI,4.0
R198,P3,P23,A,CMP,5.0
R198,P3,P23,A,CSAT,5.0
R198,P3,P23,A,PI,3.0
R198,P3,P23,B,CMP,3.0
R198,P3,P23,B,CSAT,3.0
R198,P3,P23,B,PI,4.0
R198,P4,P07,A,CMP,4.0
R198,P4,P07,A,CSAT,5.0
R198,P4,P07,A,PI,4.5
R198,P4,P07,B,CMP,2.0
R198,P4,P07,B,CSAT,5.0
R198,P4,P07,B,PI,5.0
R198,P5,P08,A,CSAT,5.0
R198,P5,P08,A,HL,5.0
R198,P5,P08,A,PI,4.5
R198,P5,P08,B,CSAT,3.0
R198,P5,P08,B,HL,5.0
R198,P5,P08,B,PI,4.5
R199,P1,P04,A,CMP,5.0
R199,P1,P04,A,HL,2.0
R199,P1,P04,A,PI,4.5
R199,P1,P04,B,CMP,5.0
R199,P1,P04,B,HL,5.0
R199,P1,P04,B,PI,4.0
R199,P2,P03,A,HL,5.0
R199,P2,P03,A,PI,4.5
R199,P2,P03,B,HL,3.0
R199,P2,P03,B,PI,4.0
R199,P3,P23,A,CMP,4.0
R199,P3,P23,A,CSAT,4.0
R199,P3,P23,A,PI,2.5
R199,P3,P23,B,CMP,3.0
R199,P3,P23,B,CSAT,4.0
R199,P3,P23,B,PI,3.5
R199,P4,P07,A,CMP,5.0
R199,P4,P07,A,CSAT,5.0
R199,P4,P07,A,PI,5.0
R199,P4,P07,B,CMP,2.0
R199,P4,P07,B,CSAT,2.0
R199,P4,P07,B,PI,4.0
R199,P5,P08,A,CSAT,4.0
R199,P5,P08,A,HL,5.0
R199,P5,P08,A,PI,3.5
R199,P5,P08,B,CSAT,5.0
R199,P5,P08,B,HL,4.0
R199,P5,P08,B,PI,2.0
R200,P1,P04,A,CMP,4.0
R200,P1,P04,A,HL,5.0
R200,P1,P04,A,PI,3.0
R200,P1,P04,B,CMP,3.0
R200,P1,P04,B,HL,4.0
R200,P1,P04,B,PI,4.0
R200,P2,P03,A,HL,3.0
R200,P2,P03,A,PI,4.5
R200,P2,P03,B,HL,5.0
R200,P2,P03,B,PI,3.5
R200,P3,P23,A,CMP,5.0
R200,P3,P23,A,CSAT,3.0
R200,P3,P23,A,PI,4.5
R200,P3,P23,B,CMP,5.0
R200,P3,P23,B,CSAT,5.0
R200,P3,P23,B,PI,3.5
R200,P4,P07,A,CMP,5.0
R200,P4,P07,A,CSAT,2.0
R200,P4,P07,A,PI,5.0
R200,P4,P07,B,CMP,2.0
R200,P4,P07,B,CSAT,5.0
R200,P4,P07,B,PI,3.0
R200,P5,P08,A,CSAT,5.0
R200,P5,P08,A,HL,3.0
R200,P5,P08,A,PI,5.0
R200,P5,P08,B,CSAT,3.0
R200,P5,P08,B,HL,5.0
R200,P5,P08,B,PI,2.5
R201,P1,P04,A,CMP,4.0
R201,P1,P04,A,HL,5.0
R201,P1,P04,A,PI,4.0
R201,P1,P04,B,CMP,4.0
R201,P1,P04,B,HL,5.0
R201,P1,P04,B,PI,3.5
R201,P2,P03,A,HL,5.0
R201,P2,P03,A,PI,4.5
R201,P2,P03,B,HL,5.0
R201,P2,P03,B,PI,4.5
R201,P3,P23,A,CMP,4.0
R201,P3,P23,A,CSAT,3.0
R201,P3,P23,A,PI,4.0
R201,P3,P23,B,CMP,2.0
R201,P3,P23,B,CSAT,4.0
R201,P3,P23,B,PI,4.0
R201,P4,P07,A,CMP,5.0
R201,P4,P07,A,CSAT,3.0
R201,P4,P07,A,PI,4.5
R201,P4,P07,B,CMP,3.0
R201,P4,P07,B,CSAT,1.0
R201,P4,P07,B,PI,4.5
R201,P5,P08,A,CSAT,5.0
R201,P5,P08,A,HL,3.0
R201,P5,P08,A,PI,3.5
R201,P5,P08,B,CSAT,4.0
R201,P5,P08,B,HL,4.0
R201,P5,P08,B,PI,4.0
R202,P1,P04,A,CMP,4.0
R202,P1,P04,A,HL,5.0
R202,P1,P04,A,PI,4.0
R202,P1,P04,B,CMP,4.0
R202,P1,P04,B,HL,5.0
R202,P1,P04,B,PI,3.5
R202,P2,P03,A,HL,4.0
R202,P2,P03,A,PI,4.0
R202,P2,P03,B,HL,3.0
R202,P2,P03,B,PI,4.0
R202,P3,P23,A,CMP,4.0
R202,P3,P23,A,CSAT,2.0
R202,P3,P23,A,PI,3.5
R202,P3,P23,B,CMP,4.0
R202,P3,P23,B,CSAT,3.0
R202,P3,P23,B,PI,3.0
R202,P4,P07,A,CMP,4.0
R202,P4,P07,A,CSAT,5.0
R202,P4,P07,A,PI,4.0
R202,P4,P07,B,CMP,2.0
R202,P4,P07,B,CSAT,1.0
R202,P4,P07,B,PI,4.0
R202,P5,P08,A,CSAT,4.0
R202,P5,P08,A,HL,4.0
R202,P5,P08,A,PI,4.5
R202,P5,P08,B,CSAT,3.0
R202,P5,P08,B,HL,5.0
R202,P5,P08,B,PI,3.5
R203,P1,P04,A,CMP,4.0
R203,P1,P04,A,HL,5.0
R203,P1,P04,A,PI,3.0
R203,P1,P04,B,CMP,3.0
R203,P1,P04,B,HL,3.0
R203,P1,P04,B,PI,4.0
R203,P2,P03,A,HL,5.0
R203,P2,P03,A,PI,4.0
R203,P2,P03,B,HL,4.0
R203,P2,P03,B,PI,3.5
R203,P3,P23,A,CMP,3.0
R203,P3,P23,A,CSAT,4.0
R203,P3,P23,A,PI,5.0
R203,P3,P23,B,CMP,5.0
R203,P3,P23,B,CSAT,3.0
R203,P3,P23,B,PI,4.5
R203,P4,P07,A,CMP,3.0
R203,P4,P07,A,CSAT,4.0
R203,P4,P07,A,PI,4.5
R203,P4,P07,B,CMP,2.0
R203,P4,P07,B,CSAT,5.0
R203,P4,P07,B,PI,5.0
R203,P5,P08,A,CSAT,4.0
R203,P5,P08,A,HL,4.0
R203,P5,P08,A,PI,4.5
R203,P5,P08,B,CSAT,2.0
R203,P5,P08,B,HL,3.0
R203,P5,P08,B,PI,2.5
R204,P1,P04,A,CMP,4.0
R204,P1,P04,A,HL,4.0
R204,P1,P04,A,PI,4.5
R204,P1,P04,B,CMP,5.0
R204,P1,P04,B,HL,4.0
R204,P1,P04,B,PI,3.5
R204,P2,P03,A,HL,5.0
R204,P2,P03,A,PI,5.0
R204,P2,P03,B,HL,4.0
R204,P2,P03,B,PI,5.0
R204,P3,P23,A,CMP,5.0
R204,P3,P23,A,CSAT,1.0
R204,P3,P23,A,PI,4.0
R204,P3,P23,B,CMP,2.0
R204,P3,P23,B,CSAT,4.0
R204,P3,P23,B,PI,4.5
R204,P4,P07,A,CMP,5.0
R204,P4,P07,A,CSAT,3.0
R204,P4,P07,A,PI,3.5
R204,P4,P07,B,CMP,4.0
R204,P4,P07,B,CSAT,5.0
R204,P4,P07,B,PI,3.5
R204,P5,P08,A,CSAT,5.0
R204,P5,P08,A,HL,1.0
R204,P5,P08,A,PI,4.5
R204,P5,P08,B,CSAT,5.0
R204,P5,P08,B,HL,5.0
R204,P5,P08,B,PI,3.5
R205,P1,P04,A,CMP,5.0
R205,P1,P04,A,HL,4.0
R205,P1,P04,A,PI,3.5
R205,P1,P04,B,CMP,3.0
R205,P1,P04,B,HL,3.0
R205,P1,P04,B,PI,4.5
R205,P2,P03,A,HL,4.0
R205,P2,P03,A,PI,5.0
R205,P2,P03,B,HL,2.0
R205,P2,P03,B,PI,2.5
R205,P3,P23,A,CMP,5.0
R205,P3,P23,A,CSAT,5.0
R205,P3,P23,A,PI,4.5
R205,P3,P23,B,CMP,5.0
R205,P3,P23,B,CSAT,4.0
R205,P3,P23,B,PI,4.0
R205,P4,P07,A,CMP,3.0
R205,P4,P07,A,CSAT,4.0
R205,P4,P07,A,PI,2.5
R205,P4,P07,B,CMP,3.0
R205,P4,P07,B,CSAT,4.0
R205,P4,P07,B,PI,4.0
R205,P5,P08,A,CSAT,4.0
R205,P5,P08,A,HL,4.0
R205,P5,P08,A,PI,4.0
R205,P5,P08,B,CSAT,3.0
R205,P5,P08,B,HL,4.0
R205,P5,P08,B,PI,3.0
R206,P1,P04,A,CMP,3.0
R206,P1,P04,A,HL,4.0
R206,P1,P04,A,PI,4.0
R206,P1,P04,B,CMP,2.0
R206,P1,P04,B,HL,3.0
R206,P1,P04,B,PI,4.0
R206,P2,P03,A,HL,5.0
R206,P2,P03,A,PI,5.0
R206,P2,P03,B,HL,3.0
R206,P2,P03,B,PI,4.0
R206,P3,P23,A,CMP,4.0
R206,P3,P23,A,CSAT,4.0
R206,P3,P23,A,PI,4.5
R206,P3,P23,B,CMP,2.0
R206,P3,P23,B,CSAT,3.0
R206,P3,P23,B,PI,4.5
R206,P4,P07,A,CMP,5.0
R206,P4,P07,A,CSAT,5.0
R206,P4,P07,A,PI,5.0
R206,P4,P07,B,CMP,4.0
R206,P4,P07,B,CSAT,5.0
R206,P4,P07,B,PI,4.0
R206,P5,P08,A,CSAT,5.0
R206,P5,P08,A,HL,3.0
R206,P5,P08,A,PI,4.0
R206,P5,P08,B,CSAT,4.0
R206,P5,P08,B,HL,5.0
R206,P5,P08,B,PI,4.0
R207,P1,P04,A,CMP,4.0
R207,P1,P04,A,HL,5.0
R207,P1,P04,A,PI,4.0
R207,P1,P04,B,CMP,4.0
R207,P1,P04,B,HL,2.0
R207,P1,P04,B,PI,4.5
R207,P2,P03,A,HL,5.0
R207,P2,P03,A,PI,4.0
R207,P2,P03,B,HL,3.0
R207,P2,P03,B,PI,4.0
R207,P3,P23,A,CMP,5.0
R207,P3,P23,A,CSAT,5.0
R207,P3,P23,A,PI,3.5
R207,P3,P23,B,CMP,4.0
R207,P3,P23,B,CSAT,3.0
R207,P3,P23,B,PI,4.0
R207,P4,P07,A,CMP,4.0
R207,P4,P07,A,CSAT,4.0
R207,P4,P07,A,PI,5.0
R207,P4,P07,B,CMP,3.0
R207,P4,P07,B,CSAT,5.0
R207,P4,P07,B,PI,3.5
R207,P5,P08,A,CSAT,5.0
R207,P5,P08,A,HL,3.0
R207,P5,P08,A,PI,4.0
R207,P5,P08,B,CSAT,5.0
R207,P5,P08,B,HL,4.0
R207,P5,P08,B,PI,4.0
R208,P1,P04,A,CMP,2.0
R208,P1,P04,A,HL,3.0
R208,P1,P04,A,PI,4.5
R208,P1,P04,B,CMP,3.0
R208,P1,P04,B,HL,3.0
R208,P1,P04,B,PI,4.0
R208,P2,P03,A,HL,4.0
R208,P2,P03,A,PI,5.0
R208,P2,P03,B,HL,4.0
R208,P2,P03,B,PI,3.5
